model_name,model_year,sale_price,mileage,car_age,yearly_maint,maintenance_status,assigned_tier
"A Class",2015,12380,34119,11,864,Minor,Economy
"V Class",2018,20998,22740,8,1542,Major,Premium
"A Class",2013,13998,29698,13,1007,Minor,Economy
"CLS Class",2015,16498,39858,11,1943,Minor,Premium
"GLA Class",2015,17998,25585,11,864,Minor,Economy
"GLC Class",2016,24498,16840,10,1799,Major,Premium
"B Class",2013,9998,34837,13,1007,Minor,Economy
"GLC Class",2017,23498,32902,9,1666,Minor,Premium
"C Class",2017,18498,26179,9,1111,Minor,Standard
"A Class",2018,17498,8601,8,686,Major,Economy
"B Class",2016,13498,25726,10,800,Major,Economy
"GLA Class",2017,16498,32917,9,740,Minor,Economy
"S Class",2019,60998,100,7,2063,Minor,Luxury
"GLC Class",2017,24998,44847,9,1666,Minor,Premium
"E Class",2014,9500,80084,12,2098,Major,Premium
"E Class",2016,21498,17078,10,1799,Major,Premium
"C Class",2019,23998,10357,7,952,Minor,Standard
"E Class",2015,19700,33659,11,1943,Minor,Premium
"E Class",2016,17000,27361,10,1799,Major,Premium
"M Class",2014,18500,48928,12,2098,Major,Premium
"M Class",2013,16300,57367,13,2266,Minor,Premium
"GLA Class",2018,23000,10808,8,686,Major,Economy
"B Class",2013,8200,54257,13,1007,Minor,Economy
"A Class",2019,23000,7864,7,635,Minor,Economy
"GLC Class",2017,25800,15334,9,1666,Minor,Premium
"V Class",2018,20998,11323,8,1542,Major,Premium
"A Class",2019,20998,18881,7,635,Minor,Economy
"E Class",2015,21298,15048,11,1943,Minor,Premium
"CL Class",2019,25498,13953,7,2063,Minor,Luxury
"C Class",2019,28998,5116,7,952,Minor,Standard
"GLA Class",2017,17998,47465,9,740,Minor,Economy
"C Class",2019,24998,15009,7,952,Minor,Standard
"C Class",2018,27998,6787,8,1028,Major,Standard
"SL CLASS",2016,20498,10643,10,2599,Major,Luxury
"E Class",2018,47998,9783,8,1542,Major,Premium
"E Class",2018,22998,16089,8,1542,Major,Premium
"CLS Class",2017,23998,27354,9,1666,Minor,Premium
"E Class",2016,20698,22284,10,1799,Major,Premium
"GLS Class",2017,43498,7517,9,2406,Minor,Luxury
"CLS Class",2016,23998,7675,10,1799,Major,Premium
"E Class",2016,18998,32107,10,1799,Major,Premium
"E Class",2016,19298,26780,10,1799,Major,Premium
"GLE Class",2017,29698,22052,9,1666,Minor,Premium
"E Class",2017,21998,20239,9,1666,Minor,Premium
"C Class",2017,18998,27493,9,1111,Minor,Standard
"C Class",2018,18998,15075,8,1028,Major,Standard
"E Class",2017,20498,35494,9,1666,Minor,Premium
"CLS Class",2017,22698,36402,9,1666,Minor,Premium
"C Class",2016,13690,49761,10,1199,Major,Standard
"A Class",2017,14490,14122,9,740,Minor,Economy
"E Class",2014,13490,23226,12,2098,Major,Premium
"C Class",2014,14490,31801,12,1399,Major,Standard
"A Class",2018,29990,22923,8,686,Major,Economy
"GLC Class",2019,33990,5830,7,1428,Minor,Premium
"C Class",2014,14780,59884,12,1399,Major,Standard
"C Class",2017,16922,52519,9,1111,Minor,Standard
"C Class",2017,18350,42000,9,1111,Minor,Standard
"C Class",2016,17595,28192,10,1199,Major,Standard
"E Class",2016,20998,37181,10,1799,Major,Premium
"SL CLASS",2016,18698,35595,10,2599,Major,Luxury
"E Class",2017,20998,16016,9,1666,Minor,Premium
"SL CLASS",2016,20298,14035,10,2599,Major,Luxury
"E Class",2015,20498,27688,11,1943,Minor,Premium
"GLE Class",2016,25998,27307,10,1799,Major,Premium
"CLS Class",2014,19998,25696,12,2098,Major,Premium
"C Class",2015,16315,46155,11,1295,Minor,Standard
"B Class",2019,19998,13744,7,635,Minor,Economy
"V Class",2018,19990,23415,8,1542,Major,Premium
"E Class",2017,18990,43500,9,1666,Minor,Premium
"A Class",2014,12990,41362,12,933,Major,Economy
"GLA Class",2018,19990,24508,8,686,Major,Economy
"GLE Class",2016,31390,30772,10,1799,Major,Premium
"C Class",2017,24990,6668,9,1111,Minor,Standard
"V Class",2017,29998,41298,9,1666,Minor,Premium
"S Class",2015,28998,10284,11,2807,Minor,Luxury
"C Class",2019,29998,8520,7,952,Minor,Standard
"CLS Class",2016,21398,34056,10,1799,Major,Premium
"CLS Class",2016,22498,14466,10,1799,Major,Premium
"A Class",2019,20998,6354,7,635,Minor,Economy
"S Class",2019,59998,10500,7,2063,Minor,Luxury
"CLS Class",2016,21998,30496,10,1799,Major,Premium
"CLS Class",2016,22498,23636,10,1799,Major,Premium
"C Class",2015,17636,24923,11,1295,Minor,Standard
"E Class",2017,18990,25326,9,1666,Minor,Premium
"A Class",2019,21290,12046,7,635,Minor,Economy
"A Class",2017,13990,17603,9,740,Minor,Economy
"C Class",2019,21980,7716,7,952,Minor,Standard
"C Class",2019,23990,1647,7,952,Minor,Standard
"C Class",2019,21980,5572,7,952,Minor,Standard
"GLE Class",2019,44990,8351,7,1428,Minor,Premium
"S Class",2015,27998,30554,11,2807,Minor,Luxury
"GLE Class",2015,34998,22651,11,1943,Minor,Premium
"E Class",2017,21998,20044,9,1666,Minor,Premium
"M Class",2015,22498,37484,11,1943,Minor,Premium
"B Class",2014,9998,16378,12,933,Major,Economy
"GLS Class",2019,54990,18717,7,2063,Minor,Luxury
"E Class",2018,24490,11052,8,1542,Major,Premium
"C Class",2014,28990,19562,12,1399,Major,Standard
"A Class",2016,15990,19715,10,800,Major,Economy
"A Class",2018,17490,15049,8,686,Major,Economy
"E Class",2014,13990,49491,12,2098,Major,Premium
"GLE Class",2019,43990,10974,7,1428,Minor,Premium
"GLE Class",2019,43490,14026,7,1428,Minor,Premium
"GLE Class",2017,30498,22539,9,1666,Minor,Premium
"C Class",2019,27990,101,7,952,Minor,Standard
"A Class",2020,22490,3521,6,588,Major,Economy
"CL Class",2020,27480,2459,6,1910,Major,Luxury
"C Class",2020,29950,101,6,882,Major,Standard
"C Class",2017,14990,27424,9,1111,Minor,Standard
"GLE Class",2017,31990,8581,9,1666,Minor,Premium
"C Class",2020,31950,2985,6,882,Major,Standard
"C Class",2016,20990,36051,10,1199,Major,Standard
"GLE Class",2017,34950,22067,9,1666,Minor,Premium
"GLA Class",2015,15390,60216,11,864,Minor,Economy
"E Class",2017,17990,40789,9,1666,Minor,Premium
"V Class",2020,43950,2859,6,1322,Major,Premium
"C Class",2020,29950,101,6,882,Major,Standard
"E Class",2020,33950,2568,6,1322,Major,Premium
"B Class",2019,24950,1440,7,635,Minor,Economy
"C Class",2018,25990,9699,8,1028,Major,Standard
"A Class",2020,21750,4001,6,588,Major,Economy
"A Class",2020,21750,2896,6,588,Major,Economy
"CL Class",2017,16490,32282,9,2406,Minor,Luxury
"C Class",2015,36990,12659,11,1295,Minor,Standard
"S Class",2017,40990,6200,9,2406,Minor,Luxury
"E Class",2015,18998,39530,11,1943,Minor,Premium
"S Class",2016,30998,23743,10,2599,Major,Luxury
"C Class",2017,19998,23690,9,1111,Minor,Standard
"E Class",2017,21998,19249,9,1666,Minor,Premium
"SL CLASS",2016,18698,30269,10,2599,Major,Luxury
"E Class",2016,19998,35665,10,1799,Major,Premium
"C Class",2013,11998,30035,13,1511,Minor,Standard
"C Class",2017,17998,22349,9,1111,Minor,Standard
"CLS Class",2016,22998,13720,10,1799,Major,Premium
"C Class",2013,9490,41921,13,1511,Minor,Standard
"C Class",2017,15690,35488,9,1111,Minor,Standard
"A Class",2017,13790,18332,9,740,Minor,Economy
"C Class",2017,14990,41647,9,1111,Minor,Standard
"E Class",2016,19990,23543,10,1799,Major,Premium
"C Class",2018,19490,11810,8,1028,Major,Standard
"C Class",2019,28990,2000,7,952,Minor,Standard
"A Class",2019,20950,4692,7,635,Minor,Economy
"C Class",2017,19250,23523,9,1111,Minor,Standard
"E Class",2016,22990,49521,10,1799,Major,Premium
"A Class",2016,16450,25623,10,800,Major,Economy
"A Class",2019,21990,6954,7,635,Minor,Economy
"GLC Class",2018,26480,10833,8,1542,Major,Premium
"C Class",2017,20790,22485,9,1111,Minor,Standard
"GLE Class",2019,53990,5214,7,1428,Minor,Premium
"GLC Class",2016,19490,59442,10,1799,Major,Premium
"GLC Class",2018,27990,21734,8,1542,Major,Premium
"GLA Class",2017,18998,18847,9,740,Minor,Economy
"CLS Class",2016,20498,33026,10,1799,Major,Premium
"CLS Class",2015,20498,41955,11,1943,Minor,Premium
"CLS Class",2016,21498,35474,10,1799,Major,Premium
"GLA Class",2017,18698,20954,9,740,Minor,Economy
"CLS Class",2016,22998,34544,10,1799,Major,Premium
"GLS Class",2020,66990,2596,6,1910,Major,Luxury
"C Class",2020,28990,3458,6,882,Major,Standard
"GLC Class",2019,31990,7977,7,1428,Minor,Premium
"C Class",2016,14450,19598,10,1199,Major,Standard
"GLC Class",2017,27990,25782,9,1666,Minor,Premium
"C Class",2016,19690,38087,10,1199,Major,Standard
"GLC Class",2018,38990,10638,8,1542,Major,Premium
"A Class",2017,15590,34553,9,740,Minor,Economy
"S Class",2019,45990,14259,7,2063,Minor,Luxury
"GLE Class",2017,37950,20925,9,1666,Minor,Premium
"GLC Class",2018,36850,4841,8,1542,Major,Premium
"C Class",2019,30950,101,7,952,Minor,Standard
"A Class",2019,99950,2013,7,635,Minor,Economy
"S Class",2019,54990,1501,7,2063,Minor,Luxury
"C Class",2019,24950,7006,7,952,Minor,Standard
"C Class",2019,25950,10485,7,952,Minor,Standard
"GLC Class",2019,34950,3100,7,1428,Minor,Premium
"GLC Class",2020,32950,3528,6,1322,Major,Premium
"GLC Class",2019,35490,2644,7,1428,Minor,Premium
"B Class",2020,23690,3012,6,588,Major,Economy
"GLE Class",2017,27990,17400,9,1666,Minor,Premium
"A Class",2019,20990,15059,7,635,Minor,Economy
"CL Class",2019,24990,13501,7,2063,Minor,Luxury
"C Class",2018,21990,1871,8,1028,Major,Standard
"C Class",2015,14750,32594,11,1295,Minor,Standard
"GLE Class",2017,27950,23825,9,1666,Minor,Premium
"GLE Class",2017,27790,25906,9,1666,Minor,Premium
"A Class",2019,21450,11712,7,635,Minor,Economy
"A Class",2018,20295,9748,8,686,Major,Economy
"A Class",2018,18990,12449,8,686,Major,Economy
"A Class",2019,19990,9191,7,635,Minor,Economy
"CLS Class",2019,36490,7036,7,1428,Minor,Premium
"CLS Class",2018,33990,8123,8,1542,Major,Premium
"A Class",2019,18490,6725,7,635,Minor,Economy
"A Class",2019,21450,11597,7,635,Minor,Economy
"A Class",2018,17990,15907,8,686,Major,Economy
"A Class",2018,17990,16196,8,686,Major,Economy
"A Class",2018,19498,12353,8,686,Major,Economy
"GLC Class",2017,25498,9444,9,1666,Minor,Premium
"A Class",2015,13109,24091,11,864,Minor,Economy
"E Class",2019,27990,4158,7,1428,Minor,Premium
"GLC Class",2019,29490,8115,7,1428,Minor,Premium
"A Class",2019,19990,12456,7,635,Minor,Economy
"GLE Class",2015,21967,47430,11,1943,Minor,Premium
"C Class",2013,9798,60948,13,1511,Minor,Standard
"GLC Class",2016,21998,29884,10,1799,Major,Premium
"E Class",2018,26998,6286,8,1542,Major,Premium
"C Class",2016,17998,32769,10,1199,Major,Standard
"C Class",2017,18998,20949,9,1111,Minor,Standard
"GLA Class",2014,15498,53000,12,933,Major,Economy
"E Class",2015,12691,78000,11,1943,Minor,Premium
"M Class",2014,16087,70308,12,2098,Major,Premium
"CLS Class",2013,11991,85967,13,2266,Minor,Premium
SLK,2013,9600,51458,13,1511,Minor,Standard
"C Class",2014,11791,42879,12,1399,Major,Standard
"A Class",2015,10991,67865,11,864,Minor,Economy
"A Class",2014,13251,41700,12,933,Major,Economy
"C Class",2016,13691,36538,10,1199,Major,Standard
"B Class",2015,10991,50501,11,864,Minor,Economy
"A Class",2016,15291,10730,10,800,Major,Economy
"B Class",2015,11991,59492,11,864,Minor,Economy
"C Class",2018,19991,20027,8,1028,Major,Standard
"B Class",2017,13291,21742,9,740,Minor,Economy
"A Class",2016,14521,35005,10,800,Major,Economy
"A Class",2018,20991,19561,8,686,Major,Economy
"C Class",2017,23791,17263,9,1111,Minor,Standard
"C Class",2018,23498,5659,8,1028,Major,Standard
"GL Class",2015,32998,22548,11,2807,Minor,Luxury
"E Class",2017,20998,17890,9,1666,Minor,Premium
"C Class",2014,13491,56000,12,1399,Major,Standard
"A Class",2016,15378,21256,10,800,Major,Economy
"GLA Class",2015,15990,49626,11,864,Minor,Economy
"E Class",2017,26027,20575,9,1666,Minor,Premium
"GLS Class",2019,44990,11607,7,2063,Minor,Luxury
"GLA Class",2016,17991,26193,10,800,Major,Economy
"GLC Class",2019,47484,3439,7,1428,Minor,Premium
"C Class",2017,13587,61305,9,1111,Minor,Standard
"A Class",2016,15597,20866,10,800,Major,Economy
"C Class",2015,16310,55226,11,1295,Minor,Standard
"E Class",2019,49500,4250,7,1428,Minor,Premium
"C Class",2019,44990,1474,7,952,Minor,Standard
"E Class",2019,25490,7512,7,1428,Minor,Premium
"B Class",2020,21990,4239,6,588,Major,Economy
"A Class",2018,20991,5322,8,686,Major,Economy
"A Class",2019,19511,10543,7,635,Minor,Economy
"C Class",2017,18200,25296,9,1111,Minor,Standard
"GLC Class",2017,27520,33590,9,1666,Minor,Premium
"E Class",2020,45990,159,6,1322,Major,Premium
"C Class",2015,13621,57066,11,1295,Minor,Standard
"GLA Class",2016,17991,20233,10,800,Major,Economy
"A Class",2017,17047,14951,9,740,Minor,Economy
"A Class",2017,27990,17299,9,740,Minor,Economy
"CL Class",2015,14550,30369,11,2807,Minor,Luxury
"A Class",2016,16411,18914,10,800,Major,Economy
"C Class",2017,16991,29907,9,1111,Minor,Standard
"GLC Class",2016,26320,26065,10,1799,Major,Premium
"GLA Class",2018,20990,18166,8,686,Major,Economy
"A Class",2017,27490,31775,9,740,Minor,Economy
"E Class",2016,18300,36188,10,1799,Major,Premium
"GLA Class",2018,18950,11577,8,686,Major,Economy
"GLC Class",2017,22750,29929,9,1666,Minor,Premium
"A Class",2019,21250,4878,7,635,Minor,Economy
"GLE Class",2017,27950,14156,9,1666,Minor,Premium
"GLE Class",2016,29990,63250,10,1799,Major,Premium
"E Class",2016,21990,32266,10,1799,Major,Premium
"C Class",2016,20490,10542,10,1199,Major,Standard
"E Class",2015,14980,59101,11,1943,Minor,Premium
"GLS Class",2018,43990,10405,8,2228,Major,Luxury
"CL Class",2017,20750,9447,9,2406,Minor,Luxury
"C Class",2018,26625,7175,8,1028,Major,Standard
"E Class",2019,23690,14077,7,1428,Minor,Premium
"CL Class",2019,25240,14049,7,2063,Minor,Luxury
"A Class",2019,18240,15806,7,635,Minor,Economy
"GLC Class",2017,24780,27484,9,1666,Minor,Premium
"GLC Class",2017,24510,26995,9,1666,Minor,Premium
"GLC Class",2019,32340,1303,7,1428,Minor,Premium
"A Class",2019,20991,8728,7,635,Minor,Economy
"GLC Class",2019,27890,19072,7,1428,Minor,Premium
"A Class",2019,21291,13361,7,635,Minor,Economy
"A Class",2019,21190,14703,7,635,Minor,Economy
"E Class",2019,22990,15956,7,1428,Minor,Premium
"A Class",2019,18990,13145,7,635,Minor,Economy
"C Class",2017,21650,33943,9,1111,Minor,Standard
"E Class",2019,42590,12419,7,1428,Minor,Premium
"C Class",2019,24690,15210,7,952,Minor,Standard
"C Class",2017,18270,49783,9,1111,Minor,Standard
"GLC Class",2018,24690,40422,8,1542,Major,Premium
"E Class",2015,13000,50963,11,1943,Minor,Premium
"GLC Class",2018,28295,15000,8,1542,Major,Premium
"V Class",2018,20498,21681,8,1542,Major,Premium
"CLS Class",2013,11998,60090,13,2266,Minor,Premium
"A Class",2013,14498,25064,13,1007,Minor,Economy
"B Class",2017,13298,31705,9,740,Minor,Economy
"GLE Class",2017,28498,26416,9,1666,Minor,Premium
"GLA Class",2016,15998,34699,10,800,Major,Economy
"A Class",2015,11998,50244,11,864,Minor,Economy
"C Class",2017,15990,38051,9,1111,Minor,Standard
"A Class",2019,20741,11112,7,635,Minor,Economy
"C Class",2017,20591,21023,9,1111,Minor,Standard
"GLC Class",2019,27991,8811,7,1428,Minor,Premium
"C Class",2016,19991,35975,10,1199,Major,Standard
"GLS Class",2017,38580,22957,9,2406,Minor,Luxury
"GLA Class",2016,18435,40882,10,800,Major,Economy
"A Class",2018,20490,640,8,686,Major,Economy
"A Class",2018,17990,20238,8,686,Major,Economy
"A Class",2019,19990,8293,7,635,Minor,Economy
"A Class",2018,18490,10857,8,686,Major,Economy
"A Class",2019,18085,14669,7,635,Minor,Economy
"C Class",2019,18790,14288,7,952,Minor,Standard
"GLC Class",2017,29991,22489,9,1666,Minor,Premium
"GLA Class",2017,16990,36414,9,740,Minor,Economy
"C Class",2019,30055,3686,7,952,Minor,Standard
"A Class",2019,20640,5864,7,635,Minor,Economy
"A Class",2019,19599,13993,7,635,Minor,Economy
"A Class",2019,20450,8428,7,635,Minor,Economy
"A Class",2016,13490,33530,10,800,Major,Economy
"CL Class",2017,19290,26626,9,2406,Minor,Luxury
"GLC Class",2016,20990,44013,10,1799,Major,Premium
"A Class",2016,14490,33626,10,800,Major,Economy
"GLC Class",2017,33990,45129,9,1666,Minor,Premium
"E Class",2017,19490,24046,9,1666,Minor,Premium
"B Class",2016,13291,45250,10,800,Major,Economy
"C Class",2015,18191,11470,11,1295,Minor,Standard
"C Class",2016,20991,26205,10,1199,Major,Standard
"C Class",2017,20871,37194,9,1111,Minor,Standard
"C Class",2018,25891,2240,8,1028,Major,Standard
"CL Class",2016,18391,42192,10,2599,Major,Luxury
"GLE Class",2017,28991,17314,9,1666,Minor,Premium
"GLC Class",2016,22498,25220,10,1799,Major,Premium
"GLC Class",2017,24498,36058,9,1666,Minor,Premium
"C Class",2015,13498,31125,11,1295,Minor,Standard
"M Class",2015,21998,22976,11,1943,Minor,Premium
"GLA Class",2014,15898,38004,12,933,Major,Economy
"C Class",2017,19798,19877,9,1111,Minor,Standard
"M Class",2014,16998,59812,12,2098,Major,Premium
"E Class",2017,21998,18812,9,1666,Minor,Premium
"GLE Class",2017,30298,12805,9,1666,Minor,Premium
"C Class",2019,24498,7937,7,952,Minor,Standard
"A Class",2017,14270,65000,9,740,Minor,Economy
"V Class",2018,19498,29723,8,1542,Major,Premium
"CLS Class",2015,17998,46725,11,1943,Minor,Premium
"C Class",2017,21998,11986,9,1111,Minor,Standard
"GLE Class",2016,34998,17525,10,1799,Major,Premium
"A Class",2017,16498,37010,9,740,Minor,Economy
"CLS Class",2016,21998,20306,10,1799,Major,Premium
"CL Class",2014,13495,35677,12,3031,Major,Luxury
"C Class",2015,14500,38783,11,1295,Minor,Standard
"GLE Class",2016,34698,27229,10,1799,Major,Premium
"E Class",2018,31998,9000,8,1542,Major,Premium
"E Class",2019,22990,14664,7,1428,Minor,Premium
"E Class",2019,41550,159,7,1428,Minor,Premium
"E Class",2016,18991,27834,10,1799,Major,Premium
"GLA Class",2016,15561,71610,10,800,Major,Economy
"A Class",2019,19991,13570,7,635,Minor,Economy
"A Class",2019,19531,17447,7,635,Minor,Economy
"A Class",2019,21530,14817,7,635,Minor,Economy
"B Class",2018,17990,6217,8,686,Major,Economy
"C Class",2015,13361,35034,11,1295,Minor,Standard
"GLE Class",2017,27692,29548,9,1666,Minor,Premium
"A Class",2019,21035,3166,7,635,Minor,Economy
"C Class",2017,17490,35576,9,1111,Minor,Standard
"C Class",2019,26427,13888,7,952,Minor,Standard
"A Class",2018,20570,1468,8,686,Major,Economy
"A Class",2018,18990,5020,8,686,Major,Economy
"C Class",2017,21991,19953,9,1111,Minor,Standard
"A Class",2019,20991,2513,7,635,Minor,Economy
"GLA Class",2018,21591,11700,8,686,Major,Economy
"CL Class",2017,17990,24377,9,2406,Minor,Luxury
"A Class",2019,20990,14975,7,635,Minor,Economy
"A Class",2019,18190,12162,7,635,Minor,Economy
"E Class",2019,22990,14107,7,1428,Minor,Premium
"C Class",2018,20890,3033,8,1028,Major,Standard
"A Class",2019,19250,11381,7,635,Minor,Economy
"A Class",2019,20990,2158,7,635,Minor,Economy
"A Class",2019,20750,3915,7,635,Minor,Economy
"A Class",2019,18190,13264,7,635,Minor,Economy
"GLE Class",2018,29990,15523,8,1542,Major,Premium
"CLS Class",2018,23995,24315,8,1542,Major,Premium
"C Class",2015,12590,65000,11,1295,Minor,Standard
"GLA Class",2016,16485,12400,10,800,Major,Economy
"GLA Class",2015,13485,72000,11,864,Minor,Economy
"CL Class",2018,18940,20000,8,2228,Major,Luxury
"C Class",2018,20885,22773,8,1028,Major,Standard
"GLC Class",2018,26890,15200,8,1542,Major,Premium
"A Class",2018,15995,16782,8,686,Major,Economy
"C Class",2014,25885,37000,12,1399,Major,Standard
"E Class",2018,20485,31784,8,1542,Major,Premium
"C Class",2016,14965,30487,10,1199,Major,Standard
"E Class",2017,20480,30567,9,1666,Minor,Premium
"S Class",2018,41990,7527,8,2228,Major,Luxury
"C Class",2017,16595,29814,9,1111,Minor,Standard
"C Class",2018,17940,28050,8,1028,Major,Standard
"GLA Class",2016,18485,27931,10,800,Major,Economy
"C Class",2018,19940,18882,8,1028,Major,Standard
"GLC Class",2016,18990,70560,10,1799,Major,Premium
"CL Class",2017,17698,11472,9,2406,Minor,Luxury
"GL Class",2013,25998,60462,13,3274,Minor,Luxury
"C Class",2015,17450,37000,11,1295,Minor,Standard
"M Class",2015,18495,71000,11,1943,Minor,Premium
"GLE Class",2015,24950,43800,11,1943,Minor,Premium
"C Class",2016,14450,34000,10,1199,Major,Standard
"E Class",2014,11950,70000,12,2098,Major,Premium
"GLC Class",2017,21950,57000,9,1666,Minor,Premium
"A Class",2016,13695,41600,10,800,Major,Economy
"C Class",2015,16440,29286,11,1295,Minor,Standard
"C Class",2014,9891,52500,12,1399,Major,Standard
"C Class",2017,24735,22369,9,1111,Minor,Standard
"GLA Class",2017,20999,29209,9,740,Minor,Economy
"A Class",2016,14999,19286,10,800,Major,Economy
"A Class",2017,16999,17781,9,740,Minor,Economy
"GLC Class",2016,29499,19932,10,1799,Major,Premium
"GLA Class",2016,17990,30171,10,800,Major,Economy
"C Class",2019,27000,6406,7,952,Minor,Standard
